|AAAAAAAAAAAAAIZ|COMMON|Active|wtERZLMKsSYbyScRwKWFhAKuuJRqFbETvejObbEQDSd odsXJrodRLJJIVOVOQrSO|NYSE|5079|601651039|1870-04-14|1898-01-08|2.32|0|0|1968-06-18 03:56:09|1968-09-30 11:41:17
|AAAAAAAAAAAAAJV|COMMON|Active|mjlngvreowaBSRYZQVF|AMEX|5079|240858964|1932-04-06|1893-06-22|2.65|0|0|1968-09-30 11:41:17|1968-12-24 05:12:51
|AAAAAAAAAAAAAKG|COMMON|Active|XKeCsn iQVNuSLgXsrxVWrOQuhaFdJvMDSAQwKOWnVNYMlRiYdmSQ qA|AMEX|5079|33836059|1870-06-14|1923-10-21|1.07|0|0|1968-12-24 05:12:51|1973-09-23 16:30:08
|AAAAAAAAAAAAAKG|COMMON|Inactive|XKeCsn iQVNuSLgXsrxVWrOQuhaFdJvMDSAQwKOWnVNYMlRiYdmSQ qA|AMEX|5079|33836059|1871-04-10|1926-10-10|1.07|0|0|1973-09-23 16:30:08|1975-06-30 15:02:23
|AAAAAAAAAAAABBO|COMMON|Active|JNWSWXHPnMJCKpYJKVOqMQjMUzFLYnqwdUlziuwGwPHRqNpQvuoADV|PCX|5079|298487186|1855-11-24|1951-09-25|0.71|0|0|1975-06-30 15:02:23|1978-03-31 23:59:58
|AAAAAAAAAAAABBO|COMMON|Inactive|JNWSWXHPnMJCKpYJKVOqMQjMUzFLYnqwdUlziuwGwPHRqNpQvuoADV|PCX|5079|298487186|1856-01-11|1953-12-24|0.71|0|0|1978-03-31 23:59:58|1990-03-30 07:06:06
|AAAAAAAAAAAACOK|COMMON|Active|bwgLbIfzNSL|NYSE|5079|328039905|1912-11-18|1851-11-11|0.29|0|0|1990-03-30 07:06:06|2008-06-30 20:31:27
|AAAAAAAAAAAAEKD|COMMON|Active|PfNmbAHSBeHGYPa|NYSE|5079|530999861|1851-11-07|1973-04-20|0.76|1|0|2008-06-30 20:31:27|9999-12-31
|AAAAAAAAAAAAAAD|COMMON|Active|Oc uthVrNPBEPGSFS mhGwYBMopUrBRKEgsleLHIJXfdyDSP|NYSE|5172|130160579|1923-05-28|1898-06-04|1.58|0|0|1967-04-27 01:22:53|1967-12-10 03:17:22
|AAAAAAAAAAAAAHS|PREF_D|Active|OxhiAzoeAWTIijJLCELnhSLDFuLgLPbpRnKEOMmuJjuVxhSuYSOTUZVLDtI|PCX|5172|367629521|1881-10-07|1890-01-30|2.45|0|0|1967-12-10 03:17:22|1970-03-24 20:06:44
|AAAAAAAAAAAAAOA|PREF_B|Active|iAeuxVOJFpjIzBEDM|AMEX|5172|958782116|1884-05-01|1960-04-10|0.34|0|0|1970-03-24 20:06:44|1977-03-30 07:36:03
|AAAAAAAAAAAABGB|PREF_A|Active|zQIm TWKPXKTPcMNBuwUIFaAc|NASDAQ|5172|880420212|1861-01-10|1907-01-27|1.53|0|0|1977-03-30 07:36:03|1979-06-27 18:45:25
|AAAAAAAAAAAAAAD|COMMON|Inactive|Oc uthVrNPBEPGSFS mhGwYBMopUrBRKEgsleLHIJXfdyDSP|NYSE|5172|130160579|1931-01-31|1903-06-29|1.58|0|0|1979-06-27 18:45:25|1981-09-29 18:34:11
|AAAAAAAAAAAABRU|PREF_A|Active|YxnxjEbxlXyUQnGFRRYCYUaIwiTOHPqCBEPDfTLUPC|PCX|5172|544597511|1938-07-08|1882-03-30|0.07|0|0|1981-09-29 18:34:11|1986-03-29 03:13:43
|AAAAAAAAAAAACDT|COMMON|Active|VJBizhbzKNhJVpnvEIZEIE qrURNIPbctxgLXkCrUGYUEAkpTUcJtXiDM|AMEX|5172|457552589|1964-02-15|1914-01-16|0.37|0|0|1986-03-29 03:13:43|1992-12-30 13:33:14
|AAAAAAAAAAAABRU|PREF_A|Inactive|YxnxjEbxlXyUQnGFRRYCYUaIwiTOHPqCBEPDfTLUPC|PCX|5172|544597511|1946-02-19|1885-01-06|0.07|0|0|1992-12-30 13:33:14|2005-09-28 22:57:36
|AAAAAAAAAAAAECM|COMMON|Active|MLDNBsGdbwdADGHdFaRiUi gpPRkSRgBXCqTgGXDXorQJRKTftRzJ|PCX|5172|414824895|1981-11-09|1945-10-10|1.65|1|0|2005-09-28 22:57:36|9999-12-31
|AAAAAAAAAAAAAAE|COMMON|Active|PNxdeTc yFBNHYcFQppSVqKyGWFL|NYSE|5129|413206204|1943-05-12|1860-11-03|1.23|0|0|1967-04-27 07:46:44|1967-06-12 14:04:20
|AAAAAAAAAAAAAES|PREF_C|Active|JjMMOoVdWDshLCCyFGJWwjsRWkNGSuylgmrNLKeoGGAFfuJ|PCX|5129|671350613|1913-12-14|1919-01-31|0.53|0|0|1967-06-12 14:04:20|1969-03-26 22:45:52
|AAAAAAAAAAAAAKZ|COMMON|Active|NUJvOhHbvvENDiMeQwujAwwGauGyvSgNNOrH Vp|NASDAQ|5129|350698489|1890-05-15|1921-12-09|0.08|0|0|1969-03-26 22:45:52|1969-12-30 02:32:13
|AAAAAAAAAAAAANA|PREF_B|Active|tGzGSFpXhajQJr|PCX|5129|668195055|1954-11-04|1912-02-23|0.65|0|0|1969-12-30 02:32:13|1970-03-22 19:14:01
|AAAAAAAAAAAAANU|PREF_B|Active|fJXflyPGwnaQAfCPqvjRpJxjvyOfOM IsgGgaKOTVrampEymMTQoGABSKmvozAHRGUrrQ|NASDAQ|5129|440347911|1894-04-05|1859-04-02|2.48|0|0|1970-03-22 19:14:01|1970-09-30 23:59:58
|AAAAAAAAAAAAAPB|PREF_B|Active|oXMKXxLHhYAEFea|NASDAQ|5129|481121959|1952-07-22|1951-01-06|0.95|0|0|1970-09-30 23:59:58|1971-12-31 14:26:14
|AAAAAAAAAAAAALF|COMMON|Active|pRNfqdgJnopHhBTlreghDOP VPDbEQHCFHwaGEAhldcUDZGaGOJocQRuDTRNRVL|AMEX|5129|677131913|1944-03-18|1889-04-04|1.10|0|0|1971-12-31 14:26:14|1992-06-30 21:24:17
|AAAAAAAAAAAACUG|PREF_A|Active|AjWqcOMEOaPHqrtTsqocnrUOgOqWslHhHKXGWsfHCVbuEWY|NASDAQ|5129|943751419|1982-07-30|1917-06-12|0.18|0|0|1992-06-30 21:24:17|2003-03-30 12:32:11
|AAAAAAAAAAAADWC|PREF_A|Active|BDxMEUdHOAMPhVYVPPEGCAPAXgfwtMKJXuy|NYSE|5129|991922059|1911-06-29|1894-08-23|1.92|0|0|2003-03-30 12:32:11|2016-12-30 13:04:08
|AAAAAAAAAAAAFGC|COMMON|Active|RgbECSiYklMVkRxAagokIEhQI|AMEX|5129|757347783|1898-02-23|1865-02-15|0.80|1|0|2016-12-30 13:04:08|9999-12-31
|AAAAAAAAAAAAAAF|COMMON|Active|ScFEiCjIVZPCoRjRomREgzaZdyAPPETyBSOKBNfUa|NYSE|5133|926518720|1856-10-07|1882-07-17|2.69|0|0|1967-04-27 14:58:50|1967-05-09 20:44:32
|AAAAAAAAAAAAABJ|COMMON|Active|CWkQv CVHflkKOYGzSEGRtfO iAQgMPKOjCBjVVketX|PCX|5133|416091002|1928-04-06|1924-02-03|0.27|0|0|1967-05-09 20:44:32|1967-05-24 09:38:18
|AAAAAAAAAAAAACT|COMMON|Active|dqaSEsLRziQlgayTIaocAGODiLIAbQUdDmLCaKAEHwPyRooDAAUuGCHJ|PCX|5133|554653419|1933-12-09|1909-06-17|2.48|0|0|1967-05-24 09:38:18|1969-03-28 03:38:13
|AAAAAAAAAAAAAAF|COMMON|Inactive|ScFEiCjIVZPCoRjRomREgzaZdyAPPETyBSOKBNfUa|NYSE|5133|926518720|1856-11-16|1883-01-29|2.69|0|0|1969-03-28 03:38:13|1978-09-29 12:36:08
|AAAAAAAAAAAABKA|PREF_C|Active|PIHbPoAIuSBUCAUSvvqwJFmKDDOwwGzLsEM|AMEX|5133|713863724|1926-02-14|1865-07-06|1.30|1|0|1978-09-29 12:36:08|9999-12-31
|AAAAAAAAAAAAAAG|COMMON|Active|oMnowvRnDbUeCCZLnUmKj|NYSE|5116|791193180|1929-04-26|1945-06-20|2.31|0|0|1967-04-28 19:11:11|1967-04-29 13:33:56
|AAAAAAAAAAAAAAI|COMMON|Active|BAYTcsczJxyrSrBsAWPPTR RpoM aEfuSiEswCEa|AMEX|5116|217201226|1965-07-20|1956-06-25|2.02|0|0|1967-04-29 13:33:56|1967-05-18 06:11:07
|AAAAAAAAAAAAACF|COMMON|Active|qogYORdhIElCPRugsDnOCAxkGlGRQIevFDnbckRaUhEBFIYjGCLRTVO|AMEX|5116|996597274|1875-03-20|1861-07-13|2.71|0|0|1967-05-18 06:11:07|1967-06-20 10:29:24
|AAAAAAAAAAAAAFR|COMMON|Active|IQYUQKuubSxpFOxuNTAnaWCHeyGmLzRTheGwIyQSX|NASDAQ|5116|246117559|1901-02-10|1882-02-21|0.47|0|0|1967-06-20 10:29:24|1967-09-22 06:43:28
|AAAAAAAAAAAAAHN|PREF_A|Active|jcgoObuufoeoyLixmIUxtDMswiGj NmWMCKqWMJIbQ|NASDAQ|5116|832007373|1958-12-12|1932-07-12|0.99|0|0|1967-09-22 06:43:28|1971-09-30 12:02:05
|AAAAAAAAAAAAARQ|COMMON|Active|oivtjfJLkfSEDuTKYyHGFManzMoPQrvIW|NYSE|5116|237764059|1859-12-12|1930-03-05|1.41|0|0|1971-09-30 12:02:05|1993-12-31 09:11:38
|AAAAAAAAAAAAAAG|COMMON|Inactive|oMnowvRnDbUeCCZLnUmKj|NYSE|5117|791193180|1947-07-04|1967-05-13|2.31|1|0|1993-12-31 09:11:38|9999-12-31
|AAAAAAAAAAAAAAH|COMMON|Active|jwNYEvuWTkLqhW|PCX|5131|488190951|1852-01-06|1862-02-17|1.15|0|0|1967-04-29 04:10:34|1967-05-12 08:44:28
|AAAAAAAAAAAAABN|PREF_A|Active|bsTUBRJPHznPOSQXClKUHHBtVhHfS NzlVkdUIfEjLfm|NASDAQ|5131|641678655|1901-01-27|1866-10-25|3.00|0|0|1967-05-12 08:44:28|1969-03-22 03:10:42
|AAAAAAAAAAAAAIF|COMMON|Active|cYGByKDbRCBrBVbOELTzhntGcCYYlLzkFdLQgNUBbLAwDYFS|AMEX|5131|322950878|1862-04-08|1894-05-17|1.57|0|0|1969-03-22 03:10:42|1969-09-30 23:59:58
|AAAAAAAAAAAAAMS|PREF_A|Active|WQUuEwMtjFDGQAQDXOaGkZJ|NYSE|5131|399154515|1962-08-16|1852-08-09|0.53|1|0|1969-09-30 23:59:58|9999-12-31
|AAAAAAAAAAAAAAJ|COMMON|Active|vRSUHaAFtjpjrHGzDrClEIXysvFdwzThy NcecHGEayAYJdHLbLJGOEGHXQttz|AMEX|5143|759652546|1903-06-30|1875-06-17|0.81|0|0|1967-04-30 02:51:50|1967-05-19 21:31:54
|AAAAAAAAAAAAACI|COMMON|Active|ZXHrTLqKopCqIUNBlk|AMEX|5143|728376451|1897-12-09|1948-09-24|0.61|0|0|1967-05-19 21:31:54|1967-05-29 19:26:11
|AAAAAAAAAAAAADK|PREF_A|Active|PgLEFXLPxUMjiNyTFgEJeLpWwQeXzkf OwzTQScMhkYgPSOeJAVNQdmRHcyNAOYTmWvsuA|AMEX|5143|503661009|1879-02-13|1864-08-06|1.04|0|0|1967-05-29 19:26:11|1967-06-21 18:02:59
|AAAAAAAAAAAAAFU|COMMON|Active|ZLiMGtgMoAHpJpUsPCtUbvQJh NRLJGIVPeSTMgDMJnInYbNfPaiHSPzAaIlduriUVUbh|NASDAQ|5143|712167598|1933-07-10|1933-08-01|1.45|0|0|1967-06-21 18:02:59|1967-12-13 19:25:29
|AAAAAAAAAAAAAIC|COMMON|Active|CILINQQwMPu BAvsCsTCHVbSgYKLDLMUEqosFNdPRfKYpEUVIlxxgMISAmqXFvRT|NASDAQ|5143|735223636|1853-07-22|1888-12-12|2.70|0|0|1967-12-13 19:25:29|1969-06-16 19:07:14
|AAAAAAAAAAAAALP|PREF_B|Active|ZSEIViyyyvutHyHOQPnpDxYoPwcssfHxrBTOcJGulJRwNgPRAXFEVGDGOPWyGbPxenKn|NYSE|5143|450802319|1908-08-27|1881-03-06|2.05|0|0|1969-06-16 19:07:14|1969-06-17 13:12:25
|AAAAAAAAAAAAAMA|COMMON|Active|syImMzwGiqye GsUbKqJwRHv WlxnUT mzCiZwWPA|NYSE|5143|615443118|1967-08-23|1952-03-20|2.69|0|0|1969-06-17 13:12:25|1970-12-21 14:55:11
|AAAAAAAAAAAAAQC|PREF_B|Active|XmUFHsKlBHwIBRQPSeOMPWTCoxUPDUQZBPrB|PCX|5143|834520282|1912-12-23|1865-01-09|1.07|0|0|1970-12-21 14:55:11|1971-06-25 07:14:15
|AAAAAAAAAAAAARC|PREF_B|Active|IcIaJnrPHPDVvgyBeQIhvKBdYxzjRKHzRJLAIEEBLhmpZHbLvzJBnTJShh ryE MQyTkTh|NASDAQ|5143|429642608|1968-08-05|1853-12-13|2.33|0|0|1971-06-25 07:14:15|1975-12-29 20:28:36
|AAAAAAAAAAAAAST|COMMON|Active|unANQDUEGaHVDhRKudNzENZowxYhIgiUqbgoBbqxwtbG|AMEX|5143|292202822|1927-07-19|1921-05-16|2.51|0|0|1975-12-29 20:28:36|1976-03-28 16:44:57
|AAAAAAAAAAAABDG|COMMON|Active|NVNJkoNTqxmadMGCxsNMxlqb EYNQAkLTkhGSfKJwmbGdkONUleYgKAUQSJgYJ|AMEX|5143|156963091|1878-04-06|1964-03-16|1.07|1|0|1976-03-28 16:44:57|9999-12-31
|AAAAAAAAAAAAAAK|COMMON|Active|oSdwaF IZnEsEAvygPZJPGzFjDEMDJXRZKitjdgzKyNCrGHHuEVQjOPjLEhfJHeNAQEN|NASDAQ|5130|648069445|1852-06-07|1959-12-08|2.64|0|0|1967-04-30 17:16:27|1967-05-08 10:35:04
|AAAAAAAAAAAAABG|PREF_C|Active|nSUOJKJCFJZVyolNEFyY GADZtSSOZGHxzcqfMNFHKbSvxUYhrAzDqghiD|PCX|5130|254460681|1889-02-17|1935-09-01|0.37|0|0|1967-05-08 10:35:04|1967-06-01 14:00:47
|AAAAAAAAAAAAADP|COMMON|Active|FvxVEYZshpqtfOwOLOoInQBhoSifPGeL MKuOULsAtYOJvOoSBIMrU|PCX|5130|788027199|1924-05-14|1852-11-19|2.02|0|0|1967-06-01 14:00:47|1967-06-15 09:38:43
|AAAAAAAAAAAAAFD|COMMON|Active|cxYZTzpFHyKuwMzSiKCBmNLCCPVhTnnRQyrctabMcqivULwxSxjMloeRMReK|AMEX|5130|158013202|1909-08-15|1916-06-05|1.92|0|0|1967-06-15 09:38:43|1967-06-24 05:57:00
|AAAAAAAAAAAAAGA|PREF_A|Active|SEMGUBQNLKhL oACFNGLujZTlACOPo|PCX|5130|780786072|1963-04-20|1882-04-05|1.24|0|0|1967-06-24 05:57:00|1967-12-08 20:08:35
|AAAAAAAAAAAAAHY|COMMON|Active|PQhST YFvJlXgE|AMEX|5130|580366725|1862-11-05|1886-05-14|1.99|0|0|1967-12-08 20:08:35|1972-06-26 06:25:55
|AAAAAAAAAAAAATR|PREF_A|Active|OrIrsDdspHNknpJQQPSVUCrrTNhypRbRKTzp|NASDAQ|5130|189391593|1968-06-24|1893-07-13|0.76|0|0|1972-06-26 06:25:55|1973-03-26 10:27:15
|AAAAAAAAAAAAAVX|PREF_D|Active|YckVQcUrVVeNLwlAgQnPWjMpNOnTTrEAcCIgjNPWOJPYlZCpgRggFbdmUT|NYSE|5130|596491555|1882-08-23|1955-08-31|0.29|0|0|1973-03-26 10:27:15|1975-06-29 12:08:16
|AAAAAAAAAAAABBQ|COMMON|Active|INipHebPHYINA|AMEX|5130|328161411|1966-04-10|1929-04-25|1.85|0|0|1975-06-29 12:08:16|1977-12-29 13:37:12
|AAAAAAAAAAAAATR|PREF_A|Inactive|OrIrsDdspHNknpJQQPSVUCrrTNhypRbRKTzp|NASDAQ|5130|189391593|1973-11-07|1895-07-04|0.76|0|0|1977-12-29 13:37:12|1981-09-27 08:35:05
|AAAAAAAAAAAAADP|COMMON|Inactive|FvxVEYZshpqtfOwOLOoInQBhoSifPGeL MKuOULsAtYOJvOoSBIMrU|PCX|5130|788027199|1933-07-08|1853-03-29|2.02|0|0|1981-09-27 08:35:05|1999-06-29 21:11:52
|AAAAAAAAAAAADMD|COMMON|Active|tVVolfPsjRsdPWSTnJcVmCScbYOJVp|PCX|5130|717082004|1894-09-02|1873-09-30|1.15|1|0|1999-06-29 21:11:52|9999-12-31
|AAAAAAAAAAAAAAL|COMMON|Active|XFGINYTPvkklDkUaEsztUWmHwDtyAMNkbxCFzmDHpHdGwFTBIk|NYSE|5134|31190556|1855-04-02|1855-07-28|1.44|0|0|1967-05-01 06:36:44|1967-05-13 06:13:13
|AAAAAAAAAAAAABP|COMMON|Active|MEWFWSjxLkv|PCX|5134|840520035|1938-06-04|1896-08-12|1.98|0|0|1967-05-13 06:13:13|1967-06-20 15:30:27
|AAAAAAAAAAAAAFS|COMMON|Active|cNmzUXOSWrRMIfRnNuE|NASDAQ|5134|108949217|1916-03-13|1951-03-05|1.64|0|0|1967-06-20 15:30:27|1968-03-16 18:34:28
|AAAAAAAAAAAAAIH|COMMON|Active|LnfCWbKYnRXRuplNENsXR|PCX|5134|680470309|1962-03-11|1882-05-30|2.95|0|0|1968-03-16 18:34:28|1968-03-26 15:57:14
|AAAAAAAAAAAAAIN|COMMON|Active|yiNUPLDjrmPNOmRdYDbUOTCPRPXCNpFDSKcgUUjdguKHO|NYSE|5134|366266835|1928-11-26|1922-03-02|0.22|0|0|1968-03-26 15:57:14|1968-09-28 20:21:08
|AAAAAAAAAAAAAJS|PREF_A|Active|EUPKzqAAORINyADRXNePttNCWVOdMPNvDKHWCmWgc|AMEX|5135|910927400|1912-05-06|1889-11-20|2.30|0|0|1968-09-28 20:21:08|1968-12-20 08:29:16
|AAAAAAAAAAAAAKW|PREF_C|Active|IcISRQXAvNzvIaDhItNSYDPcJzzjkBPlbyUGONZqVwnbjhzgNDFmVQwmbWKiJTTOGDbSM|NYSE|5135|136222105|1944-04-26|1873-04-08|0.30|0|0|1968-12-20 08:29:16|1970-09-26 17:59:15
|AAAAAAAAAAAAAPL|COMMON|Active|FRGoKFBizOdNoEHaVEZhsPHNI|NASDAQ|5135|997441054|1908-04-08|1857-10-24|1.33|1|0|1970-09-26 17:59:15|9999-12-31
|AAAAAAAAAAAAAAM|COMMON|Active|RtRqATRvhCCgKkdLCVheUywWyPOhIgOvSZwEadJvUjXDHvkKyIXxpAbCYkcYW|AMEX|5178|134129471|1856-09-24|1855-08-18|0.29|0|0|1967-05-01 19:59:12|1967-05-02 08:29:38
|AAAAAAAAAAAAAAO|COMMON|Active|gxObucQGwYQdiiYAuAFnYpZIymDFEHpjUWblQBmdFfOhD|PCX|5178|864232739|1902-07-02|1898-10-18|1.25|0|0|1967-05-02 08:29:38|1967-05-24 17:09:56
|AAAAAAAAAAAAACU|COMMON|Active|QbCPjmsFcEcgpKWPAUEMMfzOiZyWIFeeHMLGRTSpYGSQIYPZJ|NASDAQ|5178|695062051|1910-01-04|1884-11-07|0.76|0|0|1967-05-24 17:09:56|1968-12-18 05:44:32
|AAAAAAAAAAAAAKV|COMMON|Active|zJPFBmcqxlYCIQWkVMxJHQRCoqJkCmeTaeRhrCBsJOSPUtNeI|NASDAQ|5178|222285320|1943-09-15|1917-10-11|0.84|0|0|1968-12-18 05:44:32|1973-09-24 17:49:06
|AAAAAAAAAAAAAWR|COMMON|Active|gDXoiGxmDITTBrBOJIhlCLUNvLvfRzMU|AMEX|5178|121229274|1857-01-04|1933-11-25|1.58|0|0|1973-09-24 17:49:06|1975-03-31 14:14:27
|AAAAAAAAAAAABBA|COMMON|Active|zEPGRh biQE ByUFRurDVYUNoIrsHTQTqEdXZLVHEQFgfi|PCX|5178|826361464|1916-06-10|1886-01-05|2.83|0|0|1975-03-31 14:14:27|1977-03-31 17:20:42
|AAAAAAAAAAAABGG|COMMON|Active|RCIrSaTKRXQWKtPKUVrwzyKPiqG Zw|AMEX|5178|962488039|1912-12-04|1940-12-15|1.83|0|0|1977-03-31 17:20:42|1977-12-27 20:03:46
|AAAAAAAAAAAABIF|COMMON|Active|vy JEJBhjXoSHJaDMPDQGZEcJkz|NASDAQ|5178|752171482|1892-07-11|1851-05-14|1.46|0|0|1977-12-27 20:03:46|1982-06-30 20:01:33
|AAAAAAAAAAAABTV|COMMON|Active|MEQTQQLQewxLzzKeITfJp|AMEX|5178|802552154|1913-06-23|1865-09-03|0.85|0|0|1982-06-30 20:01:33|1987-12-29 00:52:33
|AAAAAAAAAAAACIA|COMMON|Active|kOIXGZqxiNkXDzDpHCwor|NYSE|5178|747146801|1925-08-30|1922-07-07|0.34|0|0|1987-12-29 00:52:33|1988-12-31 23:59:58
|AAAAAAAAAAAACLA|COMMON|Active|uychpPHSuUEyDUReIjJzkiaGAfB|PCX|5178|777678719|1960-07-17|1863-07-05|2.00|0|0|1988-12-31 23:59:58|1991-03-31 23:59:58
|AAAAAAAAAAAACQP|COMMON|Active|ZooJNARHKIe|NASDAQ|5178|418520836|1989-05-29|1950-02-14|2.29|1|0|1991-03-31 23:59:58|9999-12-31
|AAAAAAAAAAAAAAN|COMMON|Active|VETyvTrYDKiunKuVWLJYuONehXTRBuNDpctCSxjYHJcWTPxBYNCP|AMEX|5112|275387340|1884-10-08|1916-02-06|0.87|0|0|1967-05-02 01:12:14|1967-06-14 07:36:11
|AAAAAAAAAAAAAEY|COMMON|Active|ppAQbV cQEyqSakgSxsVFVImxIPx|NASDAQ|5112|854044222|1929-03-11|1930-11-13|0.94|0|0|1967-06-14 07:36:11|1967-06-19 00:02:13
|AAAAAAAAAAAAAFM|COMMON|Active|bSnOuiIFLnVAokozOqN|PCX|5112|654165648|1928-07-01|1884-11-12|0.34|0|0|1967-06-19 00:02:13|1972-03-29 08:16:42
|AAAAAAAAAAAAATC|PREF_A|Active|NAeHnUhbMKOSgYllfDINjxqGQRbvdqTheRsfqxBPHH|NYSE|5112|719407924|1936-01-10|1965-12-03|1.47|0|0|1972-03-29 08:16:42|1972-12-27 23:05:28
|AAAAAAAAAAAAAVI|COMMON|Active|DuJV  LrDYTylqUR nE pKgAs|AMEX|5112|932986477|1933-11-19|1915-09-06|1.30|0|0|1972-12-27 23:05:28|1973-12-25 12:32:27
|AAAAAAAAAAAAAXJ|COMMON|Active|wTaQwgQ UEJKBcGKysuWQGDAXIUPbDLDBAL|PCX|5112|942810621|1939-06-10|1891-06-10|2.97|0|0|1973-12-25 12:32:27|1977-06-29 07:50:16
|AAAAAAAAAAAABGM|COMMON|Active|sNiKSCMPCuSxVZmQI XaUoCT|AMEX|5112|903312764|1855-05-09|1879-12-30|2.73|0|0|1977-06-29 07:50:16|1988-09-29 17:35:59
